collection,source_doc,difficulty,question,expected_answer,match_at_1,match_at_3,match_at_5,top_retrieved_source
atsb_cs200_co50,AO-2024-007 - FINAL REPORT.pdf,easy,How many passengers were on board the Alliance Airlines E190 flight that experienced a low-speed event after departing Honiara for Brisbane in February 2024?,66 passengers,False,True,True,AO-2024-030 Final.pdf
atsb_cs200_co50,AO-2024-007 - FINAL REPORT.pdf,medium,"What action did the pilot monitoring take when they detected the aircraft was not accelerating, and what was the consequence?","The pilot monitoring retracted one stage of flap, assessing there was too much drag. This resulted in a visual low airspeed cockpit alert because the aircraft was below the minimum flap target speed.",True,True,True,AO-2024-007 - FINAL REPORT.pdf
atsb_cs200_co50,AO-2024-007 - FINAL REPORT.pdf,medium,What procedural deficiency did the ATSB identify in Alliance Airlines' standard operating procedures manual regarding speed mode selection?,"Alliance Airlines' SOPM included a step of initially selecting the speed knob to 'manual' in its pre-flight procedures, despite that mode very rarely being used for take-off. This increased the risk of flight crews departing with manual speed mode unintentionally selected.",True,True,True,AO-2024-007 - FINAL REPORT.pdf
atsb_cs200_co50,AO-2024-007 - FINAL REPORT.pdf,hard,"How did the combination of procedural deficiencies, training gaps, and crew monitoring failures contribute to this low-speed event, and what evidence from flight data suggests this was a systemic issue?","The incident resulted from multiple contributing factors: Alliance's SOPM requiring manual speed selection despite rarely being used, undocumented shutdown flows, training deficiencies in conducting Before start procedures, and ineffective monitoring by both pilots. Flight data revealed this was systemic, showing 112 flights over 30 months where crews failed to detect manual mode selection, with 76 cases involving crew changing the speed selector during the take-off run, indicating widespread procedural non-compliance.",False,True,True,AO-2023-004 Final.pdf
atsb_cs200_co50,AO-2022-033-Final_0.pdf,easy,What was the registration number of the Boeing 737 that experienced a 340 ft altitude discrepancy between crew instruments 167 km west of Meekatharra due to melted pitot-static probe covers?,ZK-TLJ,True,True,True,AO-2022-033-Final_0.pdf
atsb_cs200_co50,AO-2022-033-Final_0.pdf,easy,What was the altitude discrepancy between the captain's and first officer's altimeters?,340 ft,True,True,True,AO-2022-033-Final_0.pdf
atsb_cs200_co50,AO-2022-033-Final_0.pdf,medium,Why did the pitot-static probe covers melt onto the probes during the engine ground run?,"The covers were not removed and the automatic pitot heat was not isolated as required by the ground run procedures checklist, causing the polyvinyl chloride covers to melt onto the probes.",True,True,True,AO-2022-033-Final_0.pdf
atsb_cs200_co50,AO-2022-033-Final_0.pdf,medium,How did the flight crew determine which set of instruments was reliable after noting the discrepancies?,"The flight crew descended to FL 300 and completed the Quick Reference Handbook Airspeed Unreliable procedure, which involved setting aircraft pitch attitude and Mach indications against aircraft weight and adjusting engine N1 speed to achieve level flight, then comparing displayed values against the known configuration to determine that the first officer's instruments were reliable.",False,True,True,AO-2023-041 Final.pdf
atsb_cs200_co50,AO-2022-033-Final_0.pdf,hard,What were the multiple failures in operational procedures and communication that contributed to the safety risk in this incident?,"The incident involved multiple failures: maintenance procedures were not followed during the engine ground run (covers not removed, pitot heat not isolated), inappropriate polyvinyl chloride covers were used instead of heat-resistant materials, the flight crew did not advise ATC of the 340 ft altitude discrepancy which exceeded the 200 ft maximum allowed for RVSM airspace, and the cleaning after the initial melting was inadequate leaving residue that compromised instrument accuracy.",False,False,False,AO-2023-008 Final.pdf
atsb_cs200_co50,AO-2023-008 Final.pdf,easy,What was the registration number of the Boeing 737 fireliner that crashed during a retardant drop at Fitzgerald River National Park in February 2023?,N619SW,True,True,True,AO-2023-008 Final.pdf
atsb_cs200_co50,AO-2023-008 Final.pdf,easy,What was the elevation of the ridgeline that the aircraft impacted?,About 222 ft,True,True,True,AO-2023-008 Final.pdf
atsb_cs200_co50,AO-2023-008 Final.pdf,medium,Why did the ATSB find that the co-pilot did not make announcements about the low energy state prior to the collision?,"Because the operator and tasking agency had not published a minimum drop height, which resulted in the co-pilot not believing there was a minimum drop height.",True,True,True,AO-2023-008 Final.pdf
atsb_cs200_co50,AO-2023-008 Final.pdf,medium,What new documentation did the WA Department of Fire and Emergency Services release in November 2023 in response to this accident?,"The Western Australian Aerial Fire Suppression Procedures 2023-2024, which included a chapter for Large Air Tanker Operating Procedures with standard drop heights for all aircraft types, procedures for task rejection, standdown and reinstatement after safety incidents, and tactical flight profiles.",True,True,True,AO-2023-008 Final.pdf
atsb_cs200_co50,AO-2023-008 Final.pdf,hard,"How did the combination of operational procedures, crew resource management practices, and regulatory standards contribute to the aircraft entering an unrecoverable low energy state?","The accident resulted from multiple factors: the operator's practice of recalculating and lowering target drop speeds after partial loads, conducting drops at low height and airspeed downhill requiring idle thrust, delays in engine response during go-around, lack of published minimum drop heights from the operator and tasking agency, reactive rather than proactive pilot monitoring duties without call-outs at minimum target parameters, and inconsistencies between Australian agencies' standards due to independent development by each state in the LAT program.",True,True,True,AO-2023-008 Final.pdf
atsb_cs200_co50,AO-2024-036 FINAL.pdf,easy,What was the registration number of the BAe 146-300 that suffered a tail strike during a foggy approach to runway 19L at Brisbane Airport on 25 June 2024?,VH-SAJ,True,True,True,AO-2024-036 FINAL.pdf
atsb_cs200_co50,AO-2024-036 FINAL.pdf,easy,What date did the ground strike incident occur?,25-Jun-24,True,True,True,AO-2024-036 FINAL.pdf
atsb_cs200_co50,AO-2024-036 FINAL.pdf,medium,What factors contributed to the first officer's loss of situation awareness during the landing?,"The first officer likely became disoriented after disconnecting the autopilot and did not identify the increasing aircraft pitch attitude, decreasing airspeed, or low power setting, and did not correct the resulting sink rate prior to touchdown.",False,True,True,AO-2023-026-Final.pdf
atsb_cs200_co50,AO-2024-036 FINAL.pdf,medium,What changes did ASL Airlines Australia make to their supervised line flying requirements for captains and first officers without jet experience?,"The Planned Supervised Line Flying sectors for Captains with No Jet Experience were increased from 30 to 36 sectors, and Supervised Line Flying sectors for First Officers without previous jet experience were increased from 30 to 36 sectors.",True,True,True,AO-2024-036 FINAL.pdf
atsb_cs200_co50,AO-2024-036 FINAL.pdf,hard,"How did the combination of crew experience levels, environmental conditions, and crew resource management failures contribute to the tail strike incident?","The incident resulted from multiple interconnected factors: both pilots were appointed below minimum experience requirements without additional controls; the captain had limited multi-crew experience from predominantly single-pilot operations which reduced their ability to include the first officer in decision-making; the captain became preoccupied with fuel levels limiting their monitoring capacity; poor visibility conditions (about 1,000 m in fog) increased workload; and the captain's actions increased pressure on the first officer to commit to landing, ultimately leading to the first officer becoming disoriented after autopilot disconnection and the subsequent tail strike.",True,True,True,AO-2024-036 FINAL.pdf
atsb_cs200_co50,AO-2022-047 Final report.pdf,easy,What was the registration number of the Airbus A330 involved in the loss of separation incident with a Boeing 787 near Sydney Airport on 28 September 2022?,VH-EBK,True,True,True,AO-2022-047 Final report.pdf
atsb_cs200_co50,AO-2022-047 Final report.pdf,easy,What date did the loss of separation incident occur?,28-Sep-22,True,True,True,AO-2022-047 Final report.pdf
atsb_cs200_co50,AO-2022-047 Final report.pdf,medium,What caused the A330 to turn inside the leading 787 aircraft?,"The actual climb performance of the A330 was greater than the climb performance of the 787, which was not expected or identified by the controller due to their focus on other aircraft. This resulted in the A330, while complying with the SID, turning inside the leading 787.",True,True,True,AO-2022-047 Final report.pdf
atsb_cs200_co50,AO-2022-047 Final report.pdf,medium,Why did the DEENA SEVEN SID design fail to provide adequate separation assurance?,"The design of the DEENA SEVEN SID did not provide a positive method of providing separation assurance to aircraft with different performance characteristics. As the aircraft had to satisfy 2 separate conditions prior to turning, there was no way of ensuring aircraft would turn at the same distance from the airport, meaning separation could not be assured.",True,True,True,AO-2022-047 Final report.pdf
atsb_cs200_co50,AO-2022-047 Final report.pdf,hard,"How did the combination of the DEENA 7 SID design limitations, controller workload, and aircraft performance differences contribute to the loss of separation, and what systemic changes were recommended?","The loss of separation resulted from multiple factors: the DEENA 7 SID's conditional requirements (2 separate conditions before turning) could not ensure aircraft with different performance characteristics would turn at the same distance; the controller's focus on other aircraft prevented them from anticipating that the A330 would climb faster than the 787; and the following A330's superior climb performance allowed it to turn inside the leading 787 while still complying with the SID. Systemically, Airservices Australia redesigned the DEENA SEVEN SID to remove the conditional requirements, with implementation planned as part of the Western Sydney International Airport project.",True,True,True,AO-2022-047 Final report.pdf
atsb_cs200_co50,AO-2023-040 FINAL_0.pdf,easy,What was the registration number of the Embraer E190 on Alliance Airlines flight QF1960 that descended at an excessive rate approaching Alice Springs on 24 August 2023?,VH-UYN,True,True,True,AO-2023-040 FINAL_0.pdf
atsb_cs200_co50,AO-2023-040 FINAL_0.pdf,easy,How many passengers were on board the Alliance Airlines Embraer E190 flight QF1960 that experienced a high rate of descent near Alice Springs on 24 August 2023?,63 passengers,True,True,True,AO-2023-040 FINAL_0.pdf
atsb_cs200_co50,AO-2023-040 FINAL_0.pdf,medium,Why did the trainee air traffic controller initially decline to offer a straight-in approach to runway 12?,"Due to a preceding Pilatus PC-12 aircraft inbound from the north and a helicopter arriving from the south, the trainee ADC was not comfortable offering a straight-in approach due to an anticipated increase in their workload.",True,True,True,AO-2023-040 FINAL_0.pdf
atsb_cs200_co50,AO-2023-040 FINAL_0.pdf,medium,"What caused the aircraft to descend below 1,800 ft AGL with a rate of descent above 3,000 ft/min?","The crew unnecessarily re-configured the aircraft to increase drag and expedite descent. The autopilot flight mode active at the time caused the aircraft to pitch down to maintain airspeed at the higher drag. The pilot flying then made an inadvertent mode selection that disarmed the altitude select mode, causing the flight director to resume a high rate of descent close to terrain.",True,True,True,AO-2023-040 FINAL_0.pdf
atsb_cs200_co50,AO-2023-040 FINAL_0.pdf,hard,"How did the sequence of events involving ATC changes, crew reconfiguration decisions, autopilot mode selections, and crew monitoring failures combine to create the unsafe descent situation?","ATC offered a late change from an overfly circuit to a straight-in approach at short notice. The crew accepted and reconfigured the aircraft with high drag to expedite descent, causing the autopilot to pitch down to maintain airspeed. The pilot flying inadvertently made a mode selection that disarmed altitude capture, which went undetected. The captain as pilot monitoring did not promptly identify these changes, partly due to focusing on visual terrain assessment. The combination of increased workload from the late approach change, inadvertent mode selection, and inadequate monitoring of autoflight modes led to the aircraft descending at a high rate close to terrain.",False,False,True,AO-2024-036 FINAL.pdf
atsb_cs200_co50,AO-2023-023 Final.pdf,easy,"What type of aircraft was involved in the May 2023 runway incursion at Sunshine Coast Airport where a Flight Training Adelaide student pilot incorrectly crossed the holding point at taxiway Foxtrot, causing a Boeing 737 to go around?","Diamond Aircraft Industries Inc. DA 40, registered VH-ERE",True,True,True,AO-2023-023 Final.pdf
atsb_cs200_co50,AO-2023-023 Final.pdf,easy,What date did the runway incursion occur?,7-May-23,True,True,True,AO-2023-023 Final.pdf
atsb_cs200_co50,AO-2023-023 Final.pdf,medium,What were the safety actions taken by the operator regarding student training and quizzes?,"The operator conducted QFI and student meetings about signs, markings, lights and phraseology at controlled aerodromes, made class G and class C & D airspace quiz results appear in monthly reports, reviewed and updated existing tutorials for class D and C airports, created an exam and quiz specifically for Sunshine Coast Airport, and made quizzes for Sunshine Coast, Archerfield, and Gold Coast airports mandatory for all students before visiting these airports.",False,False,False,AO-2022-064 Final.pdf
atsb_cs200_co50,AO-2023-023 Final.pdf,medium,Why did the ATSB find it difficult for the pilot to see the Boeing 737 on final approach?,"Due to the angle of the taxiway in relation to the runway, it would have been difficult for the pilot to have seen the 737 aircraft on final. Additionally, the crew of the 737 likely would not have seen the aircraft cross the holding point as it was obscured.",False,True,True,AO-2022-051 Final.pdf
atsb_cs200_co50,AO-2023-023 Final.pdf,hard,"What were the multiple contributing factors that led to the pilot crossing the holding point without clearance, and what safety improvements were implemented by different organizations to address these systemic issues?","The pilot incorrectly believed they were at an intermediate holding position due to the distance from the holding point to the threshold, misunderstood ATC's instruction to hold short at runway 31, and expected a second holding point closer to the runway. Contributing factors included the taxiway angle limiting visibility of the 737, inaccurate CASA manoeuvring maps that didn't correctly depict the holding point or runway, and lack of holding point location information in Airservices Australia charts. In response, Flight Training Adelaide implemented mandatory airport-specific quizzes and enhanced training on controlled aerodrome procedures, Sunshine Coast Airport installed mandatory instruction markings and updated airport information, and CASA upgraded the manoeuvring map, clarified terminology on runway extensions, and supported adding a runway hotspot depiction at taxiway Foxtrot.",False,False,False,AO-2023-057 Final.pdf
atsb_cs200_co50,AO-2022-032 Final.pdf,easy,What was the aircraft registration number involved in the May 2022 Brisbane Airport incident where pitot probe covers were left fitted prior to pushback?,9V-SHH,True,True,True,AO-2022-032 Final.pdf
atsb_cs200_co50,AO-2022-032 Final.pdf,easy,On what date did this flight preparation event occur?,27-May-22,False,True,True,AO-2022-061_FINAL.pdf
atsb_cs200_co50,AO-2022-032 Final.pdf,medium,What procedural risk controls did the ATSB find were circumvented during this occurrence?,"The licenced aircraft maintenance engineer certified for the removal of the pitot probe covers in the technical log and removed a warning placard from the flight deck without visual or verbal confirmation that the covers had been removed, and a final walk-around of the aircraft by maintenance personnel was not conducted.",False,False,True,AO-2024-006 Final_Report.pdf
atsb_cs200_co50,AO-2022-032 Final.pdf,medium,What safety improvements did Singapore Airlines implement as a result of this occurrence?,"Singapore Airlines communicated with flight crew about the requirements of their pre-flight walk-around checks and why they are important, and provided Heston MRO at Brisbane with pitot probe covers that have longer streamers to ensure better conspicuity.",True,True,True,AO-2022-032 Final.pdf
atsb_cs200_co50,AO-2022-032 Final.pdf,hard,How did multiple procedural deficiencies and organizational factors combine to allow the pitot probe covers to remain fitted until just before pushback?,"The occurrence resulted from a combination of factors: the licenced aircraft maintenance engineer circumvented procedural controls by certifying removal without verification, maintenance personnel failed to conduct the final walk-around inspection, flight crew pre-flight inspections were truncated and not conducted per procedures, Heston MRO had not implemented acceptable tooling accountability methods, fatigue management was inadequate as dual-role personnel work hours weren't tracked, and the pitot covers themselves had limited conspicuity due to their height and short streamers. Only the vigilance of a refueller on an adjacent bay prevented the aircraft from potentially departing with the covers still fitted.",True,True,True,AO-2022-032 Final.pdf
atsb_cs200_co50,Final report AO-2022-035 .pdf,easy,What was the registration number of the aircraft that declared a fuel mayday while flying from Brisbane to Perth on 18 July 2022 after descending early due to turbulence abeam Wave Rock?,VH-VZO,True,True,True,Final report AO-2022-035 .pdf
atsb_cs200_co50,Final report AO-2022-035 .pdf,easy,How many people were on board the aircraft?,"174 people, including 2 flight crew members",False,True,True,AO-2024-064 Final.pdf
atsb_cs200_co50,Final report AO-2022-035 .pdf,medium,Why did the flight crew decide not to divert to Adelaide despite using more fuel than planned?,"They would be required to hold while using fuel to reduce the aircraft's weight to under the maximum landing weight, and they had sufficient fuel to continue to Perth",True,True,True,Final report AO-2022-035 .pdf
atsb_cs200_co50,Final report AO-2022-035 .pdf,medium,What weather conditions at Kalgoorlie made it less attractive as a diversion option?,"The weather forecast showed an INTER with visibility reduced to 5,000 m in rain with broken cloud at 800 ft",True,True,True,Final report AO-2022-035 .pdf
atsb_cs200_co50,Final report AO-2022-035 .pdf,hard,"What were the primary factors that led to the fuel mayday declaration, and how did the flight crew's decisions and ATC delays contribute to the situation?","The aircraft used an extra 600-700 kg of fuel when it descended from FL 340 to FL 280 and was not flown at the planned speed schedule. Despite having sufficient fuel to continue at the decision point, ATC advised of significant delays greater than the promulgated 10-minute estimate, which meant the aircraft could not land with required fuel reserves. This timing left the crew with no option but to declare a fuel mayday to preserve their required fuel reserve.",True,True,True,Final report AO-2022-035 .pdf
atsb_cs200_co50,AO-2022-064 Final.pdf,easy,What was the aircraft registration number of the Virgin Australia Boeing 737 that became airborne in a closed section of runway during departure from the A3 intersection on 30 November 2022?,VH-YFH,False,True,True,AO-2022-051 Final.pdf
atsb_cs200_co50,AO-2022-064 Final.pdf,easy,On what date did the runway excursion occur at Brisbane Airport?,30-Nov-22,True,True,True,AO-2022-064 Final.pdf
atsb_cs200_co50,AO-2022-064 Final.pdf,medium,Why did the captain dismiss the NOTAM regarding the displaced threshold on runway 01R?,"The captain misinterpreted the dispatcher's note to mean that there were no performance requirements for operations on RWY 19L. Based on this misunderstanding, the captain reviewed the NOTAMs and dismissed the NOTAM as not being relevant for their operation.",True,True,True,AO-2022-064 Final.pdf
atsb_cs200_co50,AO-2022-064 Final.pdf,medium,What safety issue did the ATSB identify with the A3/19L intersection departure point signage?,"Contrary to the requirements of Part 139 Manual of Standards, the A3/19L intersection departure point take-off run available Movement Area Guidance Sign presented a take-off distance that was more than that available, creating the potential to mislead flight crews about the status of the runway when conducting a departure from that point.",False,False,False,AO-2023-023 Final.pdf
atsb_cs200_co50,AO-2022-064 Final.pdf,hard,What combination of factors led to the flight crew using the full runway length instead of the reduced length for departure performance calculations?,"The flight crew's misunderstanding that there were no performance requirements for operations on RWY 19L (established from misinterpreting the dispatcher's note and dismissing the NOTAM), combined with their failure to review NOTAMs en route or during approach briefing, their failure to identify the reduced landing distance in the ATIS, reinforcement from seeing no visible runway works during landing, and time pressures and distractions from prioritising training needs during the turnaround, all led to them using the full runway length instead of the reduced length in their departure performance calculations.",False,False,True,AO-2023-043 Final.pdf
atsb_cs200_co50,AO-2022-051 Final.pdf,easy,What was the date of the Virgin Australia incident involving flight below minimum altitude 40 km south of Cairns Airport?,24-Oct-22,True,True,True,AO-2022-051 Final.pdf
atsb_cs200_co50,AO-2022-051 Final.pdf,easy,What was the minimum sector altitude that both aircraft descended below?,"6,500 ft",False,False,False,AO-2024-035 Final.pdf
atsb_cs200_co50,AO-2022-051 Final.pdf,medium,Why did the flight crews fail to have the proper altitude constraints loaded into their flight management computers?,"The flight crews did not select an approach transition in the FMC, and when they manually resolved the resulting discontinuity by linking the HENDO waypoint to CS540, this removed the descent altitude protections associated with the HENDO waypoint in the approach programming.",False,True,True,AO-2023-041 Final.pdf
atsb_cs200_co50,AO-2022-051 Final.pdf,medium,What were the problems identified with the Jeppesen RNP Y runway 33 approach chart that contributed to the incidents?,"The chart did not include waypoints HENDO, CS522 and CS523 in the vertical profile depiction, and the map presented information associated with those waypoints over dense topographical information, which limited the crews' ability to identify the omitted descent restrictions.",True,True,True,AO-2022-051 Final.pdf
atsb_cs200_co50,AO-2022-051 Final.pdf,hard,"How did the sequence of errors by both flight crews lead to the aircraft descending below minimum safe altitude, and what actions did the airlines take afterward to prevent recurrence?","Both crews failed to select an approach transition in the FMC, then manually linked waypoints to resolve the discontinuity, which removed critical altitude constraints. Their briefings also failed to identify the data entry errors. After the incidents, Virgin Australia issued safety updates and operational notices highlighting the complex nature of the procedure and correct FMC entry, while Qantas issued notices about approach transition selection, incorporated the information into training programs and route manuals, demonstrating a systemic response to address the procedural and chart-related contributing factors.",True,True,True,AO-2022-051 Final.pdf
atsb_cs200_co50,AO-2023-004 Final.pdf,easy,What was the registration number of the BAE 146 that descended below minimum altitude 15 km south of Rockhampton Airport on a freight flight from Brisbane in January 2023?,VH-SFV,True,True,True,AO-2023-004 Final.pdf
atsb_cs200_co50,AO-2023-004 Final.pdf,easy,What time did the aircraft depart Brisbane for Rockhampton on 5 January 2023?,0238 local time,False,False,False,AO-2022-064 Final.pdf
atsb_cs200_co50,AO-2023-004 Final.pdf,medium,"What altitude did the aircraft descend to when crossing BRKSI, and how far below the segment minimum safe altitude was this?","The aircraft crossed BRKSI at 1,705 ft, which was 1,295 ft below the SMSA of 3,000 ft.",True,True,True,AO-2023-004 Final.pdf
atsb_cs200_co50,AO-2023-004 Final.pdf,medium,What contributed to the captain's early descent and the first officer's failure to identify it?,"The captain incorrectly applied their preferred regular descent technique from a lower altitude, and the first officer had an incorrect mental model of the aircraft's position in relation to the required flightpath.",False,True,True,AO-2023-026-Final.pdf
atsb_cs200_co50,AO-2023-004 Final.pdf,hard,"How did fatigue, workload, and roster characteristics combine to contribute to the incident, and what was done to address these factors?","Both crew members were likely experiencing fatigue due to inadequate sleep and the time of approaches, which combined with high workload during the missed approach led to descent and monitoring errors. The irregular and disruptive rosters impaired their ability to obtain adequate sleep. The operator responded by establishing a fatigue safety action group, temporarily reducing operational workload, revising procedures to reduce approach workload, and improving training programs.",True,True,True,AO-2023-004 Final.pdf
atsb_cs200_co50,AO-2023-010 Final.pdf,easy,What was the registration number of the Boeing 737 that experienced a hard landing at Sydney Airport on 10 March 2023 during Virgin Australia flight VA916 from Brisbane?,VH-YQR,True,True,True,AO-2023-010 Final.pdf
atsb_cs200_co50,AO-2023-010 Final.pdf,easy,What was the date and location of the hard landing incident?,"10 March 2023 at Sydney Airport, New South Wales",True,True,True,AO-2023-010 Final.pdf
atsb_cs200_co50,AO-2023-010 Final.pdf,medium,What was the discrepancy between the training provider's flare initiation instruction and the flight crew training manual requirement?,"The training provider was training pilots to initiate the flare at 30 ft, while the flight crew training manual required that the aircraft be flared at approximately 20 ft.",True,True,True,AO-2023-010 Final.pdf
atsb_cs200_co50,AO-2023-010 Final.pdf,medium,"What sequence of events led to the hard landing after the initial touchdown, and what was the G-force experienced?","The first officer flared later than normal and the throttle was not reduced to idle before initial touchdown, causing the aircraft to bounce approximately 3 ft. During the bounce, ground spoilers and speed brakes deployed, resulting in a hard landing of 2.96 G on the second touchdown.",True,True,True,AO-2023-010 Final.pdf
atsb_cs200_co50,AO-2023-010 Final.pdf,hard,"How did the training discrepancy, crew actions, and aircraft systems deployment combine to create the hard landing, and what broader safety actions were taken to address systemic issues?","The training provider's instruction to flare at 30 ft (instead of the required 20 ft) combined with the first officer's late flare and failure to reduce throttle to idle caused an initial bounce. The automatic deployment of ground spoilers and speed brakes during the bounce prevented recovery and resulted in the 2.96 G hard landing. To address systemic issues, the operator conducted reviews of hard landing events, increased oversight of external training providers to ensure alignment with procedures, added Zero Flight Time simulator sessions, conducted independent reviews of the checking and training department, and the training provider (CAE) reviewed all courseware, modified training materials to align with manufacturer guidance, and issued bulletins to ensure proper techniques were taught.",True,True,True,AO-2023-010 Final.pdf
